id,sentiment
"12311_10",0.994140088558197
"8348_2",0.008728791028261185
"5828_4",0.6669779419898987
"7186_2",0.8050498366355896
"12128_7",0.9899560809135437
"2913_8",0.9416374564170837
"4396_1",0.010341422632336617
"395_2",0.659133791923523
"10616_1",0.0034060468897223473
"9074_9",0.43720701336860657
"9252_3",0.11773045361042023
"9896_9",0.616301417350769
"574_4",0.8471434116363525
"11182_8",0.923080563545227
"11656_4",0.3729175329208374
"2322_4",0.7025201320648193
"8703_1",0.16406460106372833
"7483_1",0.22120924293994904
"6007_10",0.9912062883377075
"12424_4",0.03254592791199684
"4672_1",0.00522641884163022
"10841_3",0.2850680351257324
"8954_7",0.9388105869293213
"7392_1",0.014178230427205563
"10288_8",0.9830081462860107
"5343_4",0.03411073237657547
"4950_1",0.0035576545633375645
"9257_4",0.6989725828170776
"8689_3",0.042420756071805954
"4480_2",0.039110343903303146
"9286_10",0.9892957210540771
"12245_10",0.9952690601348877
"7529_7",0.7434859871864319
"4_4",0.08748564124107361
"5299_2",0.011683722026646137
"12077_8",0.9806119799613953
"10701_2",0.02918841689825058
"11579_1",0.03361792862415314
"10993_1",0.02345379814505577
"8913_1",0.04636584222316742
"1350_3",0.2942515015602112
"3804_2",0.009129838086664677
"5025_3",0.7308428883552551
"5170_8",0.8414007425308228
"8225_8",0.9919750094413757
"6427_7",0.9896124005317688
"3165_3",0.3184959888458252
"7902_9",0.9948353171348572
"8208_3",0.00613548094406724
"3577_8",0.9604333639144897
"4865_1",0.013547312468290329
"9063_3",0.5403897166252136
"1106_1",0.3546246290206909
"1117_9",0.9886208176612854
"1050_4",0.2660714089870453
"10755_9",0.7881302833557129
"2729_8",0.8576771020889282
"10072_10",0.9912306666374207
"2904_7",0.9900251030921936
"4584_2",0.8055984377861023
"189_4",0.39560917019844055
"6302_4",0.6330841183662415
"8138_9",0.9773263931274414
"1262_1",0.1766715943813324
"2199_10",0.9938071370124817
"6551_7",0.8569624423980713
"8082_7",0.16235125064849854
"4897_8",0.9904760718345642
"7360_1",0.1129351332783699
"11012_10",0.9835603833198547
"12046_1",0.06574956327676773
"2331_2",0.8970358371734619
"8961_9",0.9907717704772949
"751_7",0.9314355254173279
"9884_10",0.9483292102813721
"10016_8",0.9720048308372498
"8023_10",0.9524246454238892
"2628_1",0.0057973298244178295
"5832_1",0.008908465504646301
"7302_1",0.019246945157647133
"4501_3",0.07890500128269196
"1121_7",0.8256537914276123
"8334_3",0.9514212608337402
"9789_10",0.9734580516815186
"4230_10",0.9714482426643372
"824_4",0.005862703081220388
"6803_9",0.891124963760376
"3086_7",0.9878242611885071
