id,sentiment
"12311_10",0.9862326979637146
"8348_2",0.03597197309136391
"5828_4",0.5798978805541992
"7186_2",0.2246396392583847
"12128_7",0.804913341999054
"2913_8",0.5784026980400085
"4396_1",0.03185978904366493
"395_2",0.41049039363861084
"10616_1",0.010052496567368507
"9074_9",0.3773888051509857
"9252_3",0.07294058054685593
"9896_9",0.20024043321609497
"574_4",0.5344812273979187
"11182_8",0.3349294364452362
"11656_4",0.5121906995773315
"2322_4",0.511404812335968
"8703_1",0.061651598662137985
"7483_1",0.14485441148281097
"6007_10",0.9594463109970093
"12424_4",0.02293170988559723
"4672_1",0.008418393321335316
"10841_3",0.04389257729053497
"8954_7",0.4901430308818817
"7392_1",0.017326712608337402
"10288_8",0.8070800304412842
"5343_4",0.013280908577144146
"4950_1",0.004353760741651058
"9257_4",0.5164433121681213
"8689_3",0.0064163487404584885
"4480_2",0.1793152242898941
"9286_10",0.9561952948570251
"12245_10",0.9922972321510315
"7529_7",0.8254750370979309
"4_4",0.23682565987110138
"5299_2",0.24446040391921997
"12077_8",0.7658618092536926
"10701_2",0.006010201293975115
"11579_1",0.08661575615406036
"10993_1",0.050502803176641464
"8913_1",0.03586840629577637
"1350_3",0.06816416233778
"3804_2",0.03254496678709984
"5025_3",0.48081761598587036
"5170_8",0.23904095590114594
"8225_8",0.6784839630126953
"6427_7",0.9039905667304993
"3165_3",0.12705057859420776
"7902_9",0.9710454940795898
"8208_3",0.014979696832597256
"3577_8",0.8785769939422607
"4865_1",0.03114907816052437
"9063_3",0.15940359234809875
"1106_1",0.32179632782936096
"1117_9",0.770025908946991
"1050_4",0.0988917127251625
"10755_9",0.4468611776828766
"2729_8",0.6653682589530945
"10072_10",0.7779684662818909
"2904_7",0.9347338080406189
"4584_2",0.3070729076862335
"189_4",0.3272325098514557
"6302_4",0.05007805675268173
"8138_9",0.8084005117416382
"1262_1",0.20436815917491913
"2199_10",0.9072944521903992
"6551_7",0.6438506841659546
"8082_7",0.7772592306137085
"4897_8",0.9370302557945251
"7360_1",0.04290902987122536
"11012_10",0.8115496039390564
"12046_1",0.04354047775268555
"2331_2",0.24446825683116913
"8961_9",0.8099783062934875
"751_7",0.8525305986404419
"9884_10",0.7058020830154419
"10016_8",0.5131531357765198
"8023_10",0.862883448600769
"2628_1",0.006266026757657528
"5832_1",0.04339827597141266
"7302_1",0.10811042785644531
"4501_3",0.26927971839904785
"1121_7",0.4422248899936676
"8334_3",0.9220587611198425
"9789_10",0.4343082010746002
"4230_10",0.8247599005699158
"824_4",0.07892396301031113
"6803_9",0.943778932094574
"3086_7",0.9708274602890015
"1135_8",0.8333025574684143
"10136_1",0.03057103045284748
"11129_3",0.01887764409184456
"2072_8",0.6788424849510193
"9501_7",0.9097180962562561
"319_10",0.5185980200767517
"1693_7",0.9648718237876892
"10886_1",0.00393630238249898
"9406_8",0.7832127809524536
"10376_10",0.07284175604581833
"9902_1",0.09850424528121948
"9938_8",0.3822554647922516
"7080_9",0.9268052577972412
"11944_8",0.6068323850631714
"5249_1",0.019086573272943497
"9599_2",0.20824562013149261
"9620_1",0.010437631979584694
"11244_1",0.08598536998033524
"6841_10",0.9760223031044006
"10050_4",0.4550439417362213
"10512_9",0.9770350456237793
"11327_3",0.03555535525083542
"10681_8",0.94648677110672
"808_3",0.218854621052742
"546_7",0.988261342048645
"10765_1",0.0021839828696101904
"7189_9",0.8685905337333679
"6005_9",0.8652319312095642
"11915_9",0.9681933522224426
"5740_10",0.9460065960884094
"7097_10",0.597059965133667
"9573_10",0.7692800760269165
"5084_4",0.06931106001138687
"12332_7",0.725775957107544
"8154_1",0.16138394176959991
"5610_1",0.723648190498352
"5323_9",0.5091859102249146
"11034_8",0.8008712530136108
"3977_2",0.02401001565158367
"12380_7",0.04531848430633545
"1737_8",0.1346818059682846
"6030_9",0.49605047702789307
"5918_7",0.9372789859771729
"7061_9",0.3824682831764221
"266_8",0.7688214778900146
"1375_10",0.9515544772148132
"8648_3",0.003975219558924437
"10146_10",0.9517969489097595
"4578_10",0.8977014422416687
"4685_8",0.8453159332275391
"11843_9",0.9088677763938904
"5467_10",0.9833369255065918
"10140_10",0.8571304082870483
"7721_8",0.9877746105194092
"11208_10",0.3039376735687256
"1063_10",0.9365720748901367
"8260_10",0.7207925915718079
"3182_9",0.9027583003044128
"2797_8",0.8488780856132507
"7613_2",0.46216076612472534
"11624_4",0.27599048614501953
"4847_10",0.9867350459098816
"10684_7",0.7291321158409119
"6312_1",0.07132583856582642
"4925_3",0.005496010184288025
"4125_1",0.0038700783625245094
"2394_10",0.9849019646644592
"12105_10",0.9326795339584351
"7812_1",0.03133115544915199
"1061_8",0.7408316135406494
"9343_3",0.6131653189659119
"7696_10",0.992708146572113
"9355_10",0.9751566052436829
"782_9",0.952045202255249
"9882_10",0.9924755692481995
"10642_10",0.9568588137626648
"7410_2",0.004364190623164177
"9591_4",0.008547121658921242
"11902_3",0.2501039505004883
"3495_7",0.0066081141121685505
"6733_1",0.001580205513164401
"4552_1",0.0021103525068610907
"6722_1",0.0793997049331665
"188_10",0.9136216044425964
"5099_10",0.8769429326057434
"10313_1",0.035164427012205124
"6756_9",0.8090361952781677
"6622_2",0.0021159229800105095
"4807_10",0.934150755405426
"7173_3",0.1602880209684372
"11321_8",0.5110790133476257
"7909_9",0.35213395953178406
"8012_7",0.1567818969488144
"8615_4",0.12669344246387482
"8117_10",0.46804600954055786
"1892_10",0.9630529284477234
"4617_1",0.15788118541240692
"1893_8",0.4441584050655365
"5435_1",0.011329371482133865
"162_3",0.04065760225057602
"6516_10",0.9232057929039001
"11588_7",0.6418190598487854
"2006_1",0.01577642932534218
"1594_4",0.054718635976314545
"1472_1",0.011980707757174969
"3647_1",0.3220727741718292
"174_7",0.7085934281349182
"5539_7",0.04657167196273804
"3384_10",0.9777923822402954
"3811_4",0.33739644289016724
"4079_8",0.2438153624534607
"1179_7",0.8451430201530457
"3069_9",0.9828261733055115
"3769_8",0.6770519018173218
"9247_10",0.9203232526779175
"10434_1",0.026051567867398262
"1147_10",0.990009605884552
"5344_7",0.9438245892524719
"8073_10",0.825354814529419
"7833_3",0.02464318461716175
"8370_1",0.017283661291003227
"9007_8",0.21640504896640778
"6624_7",0.44822123646736145
"6683_3",0.09914181381464005
"12275_7",0.04965883865952492
"11927_8",0.9473763704299927
"1560_10",0.9920395016670227
"1325_9",0.11622677743434906
"3548_8",0.011107646860182285
"607_1",0.0014279112219810486
"6702_7",0.3901446759700775
"5702_3",0.02971484139561653
"11345_8",0.9738402962684631
"3428_4",0.16539804637432098
"7209_9",0.9893971085548401
"8425_8",0.6875424981117249
"3087_1",0.010161006823182106
"1119_8",0.5459266901016235
"5715_3",0.3947114050388336
"8645_1",0.0647740289568901
"2149_3",0.011111550033092499
"10403_10",0.40524822473526
"5628_1",0.05551372841000557
"5570_10",0.8832204341888428
"1613_3",0.06686444580554962
"1454_4",0.8877836465835571
"5094_3",0.13111130893230438
"7982_1",0.047658439725637436
"6894_2",0.6729385852813721
"6554_1",0.17533469200134277
"4721_3",0.007915663532912731
"6904_4",0.03922376409173012
"893_8",0.9479855895042419
"4605_4",0.6064809560775757
"11516_7",0.10216310620307922
"11718_7",0.9969931244850159
"5956_1",0.011559125036001205
"7455_9",0.8810252547264099
"6396_4",0.6088557243347168
"1223_8",0.8956801891326904
"8556_1",0.18416361510753632
"6108_8",0.5897253155708313
"11690_1",0.004672417417168617
"3778_9",0.3009144067764282
"3627_4",0.6925051808357239
"8256_4",0.35305988788604736
"533_1",0.005845303647220135
"5235_4",0.08329267054796219
"621_2",0.1413017362356186
"5365_1",0.40184155106544495
"8180_3",0.045571934431791306
"7396_7",0.23280423879623413
"9776_10",0.9621627330780029
"8175_10",0.9208657741546631
"3128_1",0.027312373742461205
"4606_1",0.18701861798763275
"6158_2",0.15074478089809418
"3281_10",0.9284223914146423
"4723_4",0.3026793897151947
"11994_3",0.06016160920262337
